_id,FinancialYear,HBT,HBTQF,Dataset,DatasetQF,LengthOfStay,NumberOfStays
5083,2016/17,SB0802, ,Total,d,8 - 28 days,0
5084,2016/17,SB0802, ,Total,d,29 days - 6 months,5
5085,2016/17,SB0802, ,Total,d,> 6 months,15
5086,2016/17,S92000003,d,SMR01, ,< 1 day,2815
5087,2016/17,S92000003,d,SMR01, ,1 - 7 days,7400
5088,2016/17,S92000003,d,SMR01, ,8 - 28 days,2420
5089,2016/17,S92000003,d,SMR01, ,29 days - 6 months,980
5090,2016/17,S92000003,d,SMR01, ,> 6 months,35
5091,2016/17,S92000003,d,SMR04, ,< 1 day,740
5092,2016/17,S92000003,d,SMR04, ,1 - 7 days,4460
5093,2016/17,S92000003,d,SMR04, ,8 - 28 days,5655
5094,2016/17,S92000003,d,SMR04, ,29 days - 6 months,5215
5095,2016/17,S92000003,d,SMR04, ,> 6 months,1185
5096,2016/17,S92000003,d,Total,d,< 1 day,3555
5097,2016/17,S92000003,d,Total,d,1 - 7 days,11855
5098,2016/17,S92000003,d,Total,d,8 - 28 days,8075
5099,2016/17,S92000003,d,Total,d,29 days - 6 months,6195
5100,2016/17,S92000003,d,Total,d,> 6 months,1215
5101,2017/18,SB0801, ,SMR01, ,< 1 day,0
5102,2017/18,SB0801, ,SMR01, ,1 - 7 days,0
5103,2017/18,SB0801, ,SMR01, ,8 - 28 days,0
5104,2017/18,SB0801, ,SMR01, ,29 days - 6 months,0
5105,2017/18,SB0801, ,SMR01, ,> 6 months,0
5106,2017/18,SB0801, ,SMR04, ,< 1 day,0
5107,2017/18,SB0801, ,SMR04, ,1 - 7 days,0
5108,2017/18,SB0801, ,SMR04, ,8 - 28 days,0
5109,2017/18,SB0801, ,SMR04, ,29 days - 6 months,0
5110,2017/18,SB0801, ,SMR04, ,> 6 months,0
5111,2017/18,SB0801, ,Total,d,< 1 day,0
5112,2017/18,SB0801, ,Total,d,1 - 7 days,0
5113,2017/18,SB0801, ,Total,d,8 - 28 days,0
5114,2017/18,SB0801, ,Total,d,29 days - 6 months,0
5115,2017/18,SB0801, ,Total,d,> 6 months,0
5116,2017/18,S08000015, ,SMR01, ,< 1 day,185
5117,2017/18,S08000015, ,SMR01, ,1 - 7 days,545
5118,2017/18,S08000015, ,SMR01, ,8 - 28 days,145
5119,2017/18,S08000015, ,SMR01, ,29 days - 6 months,50
5120,2017/18,S08000015, ,SMR01, ,> 6 months,5
5121,2017/18,S08000015, ,SMR04, ,< 1 day,15
5122,2017/18,S08000015, ,SMR04, ,1 - 7 days,315
5123,2017/18,S08000015, ,SMR04, ,8 - 28 days,290
5124,2017/18,S08000015, ,SMR04, ,29 days - 6 months,310
5125,2017/18,S08000015, ,SMR04, ,> 6 months,55
5126,2017/18,S08000015, ,Total,d,< 1 day,200
5127,2017/18,S08000015, ,Total,d,1 - 7 days,860
5128,2017/18,S08000015, ,Total,d,8 - 28 days,430
5129,2017/18,S08000015, ,Total,d,29 days - 6 months,360
5130,2017/18,S08000015, ,Total,d,> 6 months,60
5131,2017/18,S08000016, ,SMR01, ,< 1 day,45
5132,2017/18,S08000016, ,SMR01, ,1 - 7 days,130
5133,2017/18,S08000016, ,SMR01, ,8 - 28 days,60
5134,2017/18,S08000016, ,SMR01, ,29 days - 6 months,15
5135,2017/18,S08000016, ,SMR01, ,> 6 months,0
5136,2017/18,S08000016, ,SMR04, ,< 1 day,5
5137,2017/18,S08000016, ,SMR04, ,1 - 7 days,125
5138,2017/18,S08000016, ,SMR04, ,8 - 28 days,105
5139,2017/18,S08000016, ,SMR04, ,29 days - 6 months,105
5140,2017/18,S08000016, ,SMR04, ,> 6 months,20
5141,2017/18,S08000016, ,Total,d,< 1 day,50
5142,2017/18,S08000016, ,Total,d,1 - 7 days,255
5143,2017/18,S08000016, ,Total,d,8 - 28 days,165
5144,2017/18,S08000016, ,Total,d,29 days - 6 months,120
5145,2017/18,S08000016, ,Total,d,> 6 months,20
5146,2017/18,S08000017, ,SMR01, ,< 1 day,205
5147,2017/18,S08000017, ,SMR01, ,1 - 7 days,165
5148,2017/18,S08000017, ,SMR01, ,8 - 28 days,75
5149,2017/18,S08000017, ,SMR01, ,29 days - 6 months,25
5150,2017/18,S08000017, ,SMR01, ,> 6 months,5
5151,2017/18,S08000017, ,SMR04, ,< 1 day,65
5152,2017/18,S08000017, ,SMR04, ,1 - 7 days,215
5153,2017/18,S08000017, ,SMR04, ,8 - 28 days,145
5154,2017/18,S08000017, ,SMR04, ,29 days - 6 months,145
5155,2017/18,S08000017, ,SMR04, ,> 6 months,10
5156,2017/18,S08000017, ,Total,d,< 1 day,270
5157,2017/18,S08000017, ,Total,d,1 - 7 days,380
5158,2017/18,S08000017, ,Total,d,8 - 28 days,225
5159,2017/18,S08000017, ,Total,d,29 days - 6 months,170
5160,2017/18,S08000017, ,Total,d,> 6 months,15
5161,2017/18,S08000029, ,SMR01, ,< 1 day,255
5162,2017/18,S08000029, ,SMR01, ,1 - 7 days,530
5163,2017/18,S08000029, ,SMR01, ,8 - 28 days,270
5164,2017/18,S08000029, ,SMR01, ,29 days - 6 months,120
5165,2017/18,S08000029, ,SMR01, ,> 6 months,5
5166,2017/18,S08000029, ,SMR04, ,< 1 day,35
5167,2017/18,S08000029, ,SMR04, ,1 - 7 days,325
5168,2017/18,S08000029, ,SMR04, ,8 - 28 days,315
5169,2017/18,S08000029, ,SMR04, ,29 days - 6 months,340
5170,2017/18,S08000029, ,SMR04, ,> 6 months,90
5171,2017/18,S08000029, ,Total,d,< 1 day,290
5172,2017/18,S08000029, ,Total,d,1 - 7 days,855
5173,2017/18,S08000029, ,Total,d,8 - 28 days,585
5174,2017/18,S08000029, ,Total,d,29 days - 6 months,465
5175,2017/18,S08000029, ,Total,d,> 6 months,95
5176,2017/18,S08000019, ,SMR01, ,< 1 day,130
5177,2017/18,S08000019, ,SMR01, ,1 - 7 days,315
5178,2017/18,S08000019, ,SMR01, ,8 - 28 days,85
5179,2017/18,S08000019, ,SMR01, ,29 days - 6 months,30
5180,2017/18,S08000019, ,SMR01, ,> 6 months,5
5181,2017/18,S08000019, ,SMR04, ,< 1 day,45
5182,2017/18,S08000019, ,SMR04, ,1 - 7 days,380
5183,2017/18,S08000019, ,SMR04, ,8 - 28 days,315
5184,2017/18,S08000019, ,SMR04, ,29 days - 6 months,230
5185,2017/18,S08000019, ,SMR04, ,> 6 months,75
5186,2017/18,S08000019, ,Total,d,< 1 day,175
5187,2017/18,S08000019, ,Total,d,1 - 7 days,695
5188,2017/18,S08000019, ,Total,d,8 - 28 days,400
5189,2017/18,S08000019, ,Total,d,29 days - 6 months,260
5190,2017/18,S08000019, ,Total,d,> 6 months,75
5191,2017/18,S08000020, ,SMR01, ,< 1 day,180
5192,2017/18,S08000020, ,SMR01, ,1 - 7 days,615
5193,2017/18,S08000020, ,SMR01, ,8 - 28 days,125
5194,2017/18,S08000020, ,SMR01, ,29 days - 6 months,60
5195,2017/18,S08000020, ,SMR01, ,> 6 months,0
5196,2017/18,S08000020, ,SMR04, ,< 1 day,65
5197,2017/18,S08000020, ,SMR04, ,1 - 7 days,385
5198,2017/18,S08000020, ,SMR04, ,8 - 28 days,505
5199,2017/18,S08000020, ,SMR04, ,29 days - 6 months,500
5200,2017/18,S08000020, ,SMR04, ,> 6 months,110
5201,2017/18,S08000020, ,Total,d,< 1 day,245
5202,2017/18,S08000020, ,Total,d,1 - 7 days,1000
5203,2017/18,S08000020, ,Total,d,8 - 28 days,635
5204,2017/18,S08000020, ,Total,d,29 days - 6 months,555
5205,2017/18,S08000020, ,Total,d,> 6 months,115
5206,2017/18,S08000031, ,SMR01, ,< 1 day,805
5207,2017/18,S08000031, ,SMR01, ,1 - 7 days,2755
5208,2017/18,S08000031, ,SMR01, ,8 - 28 days,870
5209,2017/18,S08000031, ,SMR01, ,29 days - 6 months,260
5210,2017/18,S08000031, ,SMR01, ,> 6 months,0
5211,2017/18,S08000031, ,SMR04, ,< 1 day,40
5212,2017/18,S08000031, ,SMR04, ,1 - 7 days,960
5213,2017/18,S08000031, ,SMR04, ,8 - 28 days,1685
5214,2017/18,S08000031, ,SMR04, ,29 days - 6 months,1430
5215,2017/18,S08000031, ,SMR04, ,> 6 months,350
5216,2017/18,S08000031, ,Total,d,< 1 day,845
5217,2017/18,S08000031, ,Total,d,1 - 7 days,3715
5218,2017/18,S08000031, ,Total,d,8 - 28 days,2555
5219,2017/18,S08000031, ,Total,d,29 days - 6 months,1685
5220,2017/18,S08000031, ,Total,d,> 6 months,350
5221,2017/18,S08000022, ,SMR01, ,< 1 day,150
5222,2017/18,S08000022, ,SMR01, ,1 - 7 days,400
5223,2017/18,S08000022, ,SMR01, ,8 - 28 days,105
5224,2017/18,S08000022, ,SMR01, ,29 days - 6 months,60
5225,2017/18,S08000022, ,SMR01, ,> 6 months,10
5226,2017/18,S08000022, ,SMR04, ,< 1 day,25
5227,2017/18,S08000022, ,SMR04, ,1 - 7 days,265
5228,2017/18,S08000022, ,SMR04, ,8 - 28 days,330
5229,2017/18,S08000022, ,SMR04, ,29 days - 6 months,245
5230,2017/18,S08000022, ,SMR04, ,> 6 months,75
5231,2017/18,S08000022, ,Total,d,< 1 day,175
5232,2017/18,S08000022, ,Total,d,1 - 7 days,670
5233,2017/18,S08000022, ,Total,d,8 - 28 days,435
5234,2017/18,S08000022, ,Total,d,29 days - 6 months,305
5235,2017/18,S08000022, ,Total,d,> 6 months,85
5236,2017/18,S08000032, ,SMR01, ,< 1 day,310
5237,2017/18,S08000032, ,SMR01, ,1 - 7 days,940
5238,2017/18,S08000032, ,SMR01, ,8 - 28 days,310
5239,2017/18,S08000032, ,SMR01, ,29 days - 6 months,100
5240,2017/18,S08000032, ,SMR01, ,> 6 months,5
5241,2017/18,S08000032, ,SMR04, ,< 1 day,20
5242,2017/18,S08000032, ,SMR04, ,1 - 7 days,295
5243,2017/18,S08000032, ,SMR04, ,8 - 28 days,575
5244,2017/18,S08000032, ,SMR04, ,29 days - 6 months,450
5245,2017/18,S08000032, ,SMR04, ,> 6 months,90
5246,2017/18,S08000032, ,Total,d,< 1 day,330
5247,2017/18,S08000032, ,Total,d,1 - 7 days,1235
5248,2017/18,S08000032, ,Total,d,8 - 28 days,885
5249,2017/18,S08000032, ,Total,d,29 days - 6 months,545
5250,2017/18,S08000032, ,Total,d,> 6 months,95
5251,2017/18,S08000024, ,SMR01, ,< 1 day,285
5252,2017/18,S08000024, ,SMR01, ,1 - 7 days,950
5253,2017/18,S08000024, ,SMR01, ,8 - 28 days,415
5254,2017/18,S08000024, ,SMR01, ,29 days - 6 months,230
5255,2017/18,S08000024, ,SMR01, ,> 6 months,10
5256,2017/18,S08000024, ,SMR04, ,< 1 day,305
5257,2017/18,S08000024, ,SMR04, ,1 - 7 days,625
5258,2017/18,S08000024, ,SMR04, ,8 - 28 days,830
5259,2017/18,S08000024, ,SMR04, ,29 days - 6 months,710
5260,2017/18,S08000024, ,SMR04, ,> 6 months,200
5261,2017/18,S08000024, ,Total,d,< 1 day,590
5262,2017/18,S08000024, ,Total,d,1 - 7 days,1575
5263,2017/18,S08000024, ,Total,d,8 - 28 days,1245
5264,2017/18,S08000024, ,Total,d,29 days - 6 months,945
5265,2017/18,S08000024, ,Total,d,> 6 months,205
5266,2017/18,S08000025, ,SMR01, ,< 1 day,30
5267,2017/18,S08000025, ,SMR01, ,1 - 7 days,25
5268,2017/18,S08000025, ,SMR01, ,8 - 28 days,5
5269,2017/18,S08000025, ,SMR01, ,29 days - 6 months,0
5270,2017/18,S08000025, ,SMR01, ,> 6 months,0
5271,2017/18,S08000025, ,SMR04, ,< 1 day,0
5272,2017/18,S08000025, ,SMR04, ,1 - 7 days,0
5273,2017/18,S08000025, ,SMR04, ,8 - 28 days,0
5274,2017/18,S08000025, ,SMR04, ,29 days - 6 months,0
5275,2017/18,S08000025, ,SMR04, ,> 6 months,0
5276,2017/18,S08000025, ,Total,d,< 1 day,30
5277,2017/18,S08000025, ,Total,d,1 - 7 days,25
5278,2017/18,S08000025, ,Total,d,8 - 28 days,5
5279,2017/18,S08000025, ,Total,d,29 days - 6 months,0
5280,2017/18,S08000025, ,Total,d,> 6 months,0
5281,2017/18,S08000026, ,SMR01, ,< 1 day,20
5282,2017/18,S08000026, ,SMR01, ,1 - 7 days,55
5283,2017/18,S08000026, ,SMR01, ,8 - 28 days,15
5284,2017/18,S08000026, ,SMR01, ,29 days - 6 months,0
5285,2017/18,S08000026, ,SMR01, ,> 6 months,0
5286,2017/18,S08000026, ,SMR04, ,< 1 day,0
5287,2017/18,S08000026, ,SMR04, ,1 - 7 days,0
5288,2017/18,S08000026, ,SMR04, ,8 - 28 days,0
5289,2017/18,S08000026, ,SMR04, ,29 days - 6 months,0
5290,2017/18,S08000026, ,SMR04, ,> 6 months,0
5291,2017/18,S08000026, ,Total,d,< 1 day,20
5292,2017/18,S08000026, ,Total,d,1 - 7 days,55
5293,2017/18,S08000026, ,Total,d,8 - 28 days,15
5294,2017/18,S08000026, ,Total,d,29 days - 6 months,0
5295,2017/18,S08000026, ,Total,d,> 6 months,0
5296,2017/18,S08000030, ,SMR01, ,< 1 day,220
5297,2017/18,S08000030, ,SMR01, ,1 - 7 days,455
5298,2017/18,S08000030, ,SMR01, ,8 - 28 days,205
5299,2017/18,S08000030, ,SMR01, ,29 days - 6 months,125
5300,2017/18,S08000030, ,SMR01, ,> 6 months,0
5301,2017/18,S08000030, ,SMR04, ,< 1 day,40
5302,2017/18,S08000030, ,SMR04, ,1 - 7 days,460
5303,2017/18,S08000030, ,SMR04, ,8 - 28 days,445
5304,2017/18,S08000030, ,SMR04, ,29 days - 6 months,570
5305,2017/18,S08000030, ,SMR04, ,> 6 months,90
5306,2017/18,S08000030, ,Total,d,< 1 day,260
5307,2017/18,S08000030, ,Total,d,1 - 7 days,915
5308,2017/18,S08000030, ,Total,d,8 - 28 days,650
5309,2017/18,S08000030, ,Total,d,29 days - 6 months,695
5310,2017/18,S08000030, ,Total,d,> 6 months,90
5311,2017/18,S08000028, ,SMR01, ,< 1 day,25
5312,2017/18,S08000028, ,SMR01, ,1 - 7 days,75
5313,2017/18,S08000028, ,SMR01, ,8 - 28 days,10
5314,2017/18,S08000028, ,SMR01, ,29 days - 6 months,10
5315,2017/18,S08000028, ,SMR01, ,> 6 months,0
5316,2017/18,S08000028, ,SMR04, ,< 1 day,0
5317,2017/18,S08000028, ,SMR04, ,1 - 7 days,5
5318,2017/18,S08000028, ,SMR04, ,8 - 28 days,10
5319,2017/18,S08000028, ,SMR04, ,29 days - 6 months,15
5320,2017/18,S08000028, ,SMR04, ,> 6 months,5
5321,2017/18,S08000028, ,Total,d,< 1 day,25
5322,2017/18,S08000028, ,Total,d,1 - 7 days,75
5323,2017/18,S08000028, ,Total,d,8 - 28 days,25
5324,2017/18,S08000028, ,Total,d,29 days - 6 months,25
5325,2017/18,S08000028, ,Total,d,> 6 months,5
5326,2017/18,SB0802, ,SMR01, ,< 1 day,0
5327,2017/18,SB0802, ,SMR01, ,1 - 7 days,0
5328,2017/18,SB0802, ,SMR01, ,8 - 28 days,0
5329,2017/18,SB0802, ,SMR01, ,29 days - 6 months,0
5330,2017/18,SB0802, ,SMR01, ,> 6 months,0
5331,2017/18,SB0802, ,SMR04, ,< 1 day,0
5332,2017/18,SB0802, ,SMR04, ,1 - 7 days,0
5333,2017/18,SB0802, ,SMR04, ,8 - 28 days,0
5334,2017/18,SB0802, ,SMR04, ,29 days - 6 months,10
5335,2017/18,SB0802, ,SMR04, ,> 6 months,10
5336,2017/18,SB0802, ,Total,d,< 1 day,0
5337,2017/18,SB0802, ,Total,d,1 - 7 days,0
5338,2017/18,SB0802, ,Total,d,8 - 28 days,0
5339,2017/18,SB0802, ,Total,d,29 days - 6 months,10
5340,2017/18,SB0802, ,Total,d,> 6 months,10
5341,2017/18,S92000003,d,SMR01, ,< 1 day,2845
5342,2017/18,S92000003,d,SMR01, ,1 - 7 days,7955
5343,2017/18,S92000003,d,SMR01, ,8 - 28 days,2695
5344,2017/18,S92000003,d,SMR01, ,29 days - 6 months,1085
5345,2017/18,S92000003,d,SMR01, ,> 6 months,40
5346,2017/18,S92000003,d,SMR04, ,< 1 day,665
5347,2017/18,S92000003,d,SMR04, ,1 - 7 days,4350
5348,2017/18,S92000003,d,SMR04, ,8 - 28 days,5560
5349,2017/18,S92000003,d,SMR04, ,29 days - 6 months,5055
5350,2017/18,S92000003,d,SMR04, ,> 6 months,1175
5351,2017/18,S92000003,d,Total,d,< 1 day,3505
5352,2017/18,S92000003,d,Total,d,1 - 7 days,12305
5353,2017/18,S92000003,d,Total,d,8 - 28 days,8255
5354,2017/18,S92000003,d,Total,d,29 days - 6 months,6145
5355,2017/18,S92000003,d,Total,d,> 6 months,1220
5356,2018/19,SB0801, ,SMR01, ,< 1 day,0
5357,2018/19,SB0801, ,SMR01, ,1 - 7 days,0
5358,2018/19,SB0801, ,SMR01, ,8 - 28 days,0
5359,2018/19,SB0801, ,SMR01, ,29 days - 6 months,0
5360,2018/19,SB0801, ,SMR01, ,> 6 months,0
5361,2018/19,SB0801, ,SMR04, ,< 1 day,0
5362,2018/19,SB0801, ,SMR04, ,1 - 7 days,0
5363,2018/19,SB0801, ,SMR04, ,8 - 28 days,0
5364,2018/19,SB0801, ,SMR04, ,29 days - 6 months,0
5365,2018/19,SB0801, ,SMR04, ,> 6 months,0
5366,2018/19,SB0801, ,Total,d,< 1 day,0
5367,2018/19,SB0801, ,Total,d,1 - 7 days,0
5368,2018/19,SB0801, ,Total,d,8 - 28 days,0
5369,2018/19,SB0801, ,Total,d,29 days - 6 months,0
5370,2018/19,SB0801, ,Total,d,> 6 months,0
5371,2018/19,S08000015, ,SMR01, ,< 1 day,215
5372,2018/19,S08000015, ,SMR01, ,1 - 7 days,530
5373,2018/19,S08000015, ,SMR01, ,8 - 28 days,160
5374,2018/19,S08000015, ,SMR01, ,29 days - 6 months,55
5375,2018/19,S08000015, ,SMR01, ,> 6 months,5
5376,2018/19,S08000015, ,SMR04, ,< 1 day,5
5377,2018/19,S08000015, ,SMR04, ,1 - 7 days,295
5378,2018/19,S08000015, ,SMR04, ,8 - 28 days,340
5379,2018/19,S08000015, ,SMR04, ,29 days - 6 months,330
5380,2018/19,S08000015, ,SMR04, ,> 6 months,60
5381,2018/19,S08000015, ,Total,d,< 1 day,225
5382,2018/19,S08000015, ,Total,d,1 - 7 days,830
5383,2018/19,S08000015, ,Total,d,8 - 28 days,500
5384,2018/19,S08000015, ,Total,d,29 days - 6 months,385
5385,2018/19,S08000015, ,Total,d,> 6 months,65
5386,2018/19,S08000016, ,SMR01, ,< 1 day,35
5387,2018/19,S08000016, ,SMR01, ,1 - 7 days,125
5388,2018/19,S08000016, ,SMR01, ,8 - 28 days,45
5389,2018/19,S08000016, ,SMR01, ,29 days - 6 months,20
5390,2018/19,S08000016, ,SMR01, ,> 6 months,0
5391,2018/19,S08000016, ,SMR04, ,< 1 day,5
5392,2018/19,S08000016, ,SMR04, ,1 - 7 days,95
5393,2018/19,S08000016, ,SMR04, ,8 - 28 days,110
5394,2018/19,S08000016, ,SMR04, ,29 days - 6 months,85
5395,2018/19,S08000016, ,SMR04, ,> 6 months,30
5396,2018/19,S08000016, ,Total,d,< 1 day,45
5397,2018/19,S08000016, ,Total,d,1 - 7 days,215
5398,2018/19,S08000016, ,Total,d,8 - 28 days,150
5399,2018/19,S08000016, ,Total,d,29 days - 6 months,105
5400,2018/19,S08000016, ,Total,d,> 6 months,30
5401,2018/19,S08000017, ,SMR01, ,< 1 day,300
5402,2018/19,S08000017, ,SMR01, ,1 - 7 days,140
5403,2018/19,S08000017, ,SMR01, ,8 - 28 days,65
5404,2018/19,S08000017, ,SMR01, ,29 days - 6 months,20
5405,2018/19,S08000017, ,SMR01, ,> 6 months,0
5406,2018/19,S08000017, ,SMR04, ,< 1 day,110
5407,2018/19,S08000017, ,SMR04, ,1 - 7 days,165
5408,2018/19,S08000017, ,SMR04, ,8 - 28 days,160
5409,2018/19,S08000017, ,SMR04, ,29 days - 6 months,160
5410,2018/19,S08000017, ,SMR04, ,> 6 months,15
5411,2018/19,S08000017, ,Total,d,< 1 day,415
5412,2018/19,S08000017, ,Total,d,1 - 7 days,305
5413,2018/19,S08000017, ,Total,d,8 - 28 days,230
5414,2018/19,S08000017, ,Total,d,29 days - 6 months,180
5415,2018/19,S08000017, ,Total,d,> 6 months,15
5416,2018/19,S08000029, ,SMR01, ,< 1 day,275
5417,2018/19,S08000029, ,SMR01, ,1 - 7 days,565
5418,2018/19,S08000029, ,SMR01, ,8 - 28 days,275
5419,2018/19,S08000029, ,SMR01, ,29 days - 6 months,125
5420,2018/19,S08000029, ,SMR01, ,> 6 months,5
5421,2018/19,S08000029, ,SMR04, ,< 1 day,35
5422,2018/19,S08000029, ,SMR04, ,1 - 7 days,330
5423,2018/19,S08000029, ,SMR04, ,8 - 28 days,320
5424,2018/19,S08000029, ,SMR04, ,29 days - 6 months,360
5425,2018/19,S08000029, ,SMR04, ,> 6 months,75
5426,2018/19,S08000029, ,Total,d,< 1 day,310
5427,2018/19,S08000029, ,Total,d,1 - 7 days,890
5428,2018/19,S08000029, ,Total,d,8 - 28 days,595
5429,2018/19,S08000029, ,Total,d,29 days - 6 months,480
5430,2018/19,S08000029, ,Total,d,> 6 months,80
5431,2018/19,S08000019, ,SMR01, ,< 1 day,110
5432,2018/19,S08000019, ,SMR01, ,1 - 7 days,365
5433,2018/19,S08000019, ,SMR01, ,8 - 28 days,90
5434,2018/19,S08000019, ,SMR01, ,29 days - 6 months,35
5435,2018/19,S08000019, ,SMR01, ,> 6 months,0
5436,2018/19,S08000019, ,SMR04, ,< 1 day,35
5437,2018/19,S08000019, ,SMR04, ,1 - 7 days,350
5438,2018/19,S08000019, ,SMR04, ,8 - 28 days,280
5439,2018/19,S08000019, ,SMR04, ,29 days - 6 months,230
5440,2018/19,S08000019, ,SMR04, ,> 6 months,90
5441,2018/19,S08000019, ,Total,d,< 1 day,145
5442,2018/19,S08000019, ,Total,d,1 - 7 days,720
5443,2018/19,S08000019, ,Total,d,8 - 28 days,365
5444,2018/19,S08000019, ,Total,d,29 days - 6 months,265
5445,2018/19,S08000019, ,Total,d,> 6 months,90
5446,2018/19,S08000020, ,SMR01, ,< 1 day,235
5447,2018/19,S08000020, ,SMR01, ,1 - 7 days,665
5448,2018/19,S08000020, ,SMR01, ,8 - 28 days,150
5449,2018/19,S08000020, ,SMR01, ,29 days - 6 months,65
5450,2018/19,S08000020, ,SMR01, ,> 6 months,0
5451,2018/19,S08000020, ,SMR04, ,< 1 day,75
5452,2018/19,S08000020, ,SMR04, ,1 - 7 days,355
5453,2018/19,S08000020, ,SMR04, ,8 - 28 days,465
5454,2018/19,S08000020, ,SMR04, ,29 days - 6 months,510
5455,2018/19,S08000020, ,SMR04, ,> 6 months,110
5456,2018/19,S08000020, ,Total,d,< 1 day,315
5457,2018/19,S08000020, ,Total,d,1 - 7 days,1020
5458,2018/19,S08000020, ,Total,d,8 - 28 days,615
5459,2018/19,S08000020, ,Total,d,29 days - 6 months,575
5460,2018/19,S08000020, ,Total,d,> 6 months,110
5461,2018/19,S08000031, ,SMR01, ,< 1 day,875
5462,2018/19,S08000031, ,SMR01, ,1 - 7 days,2710
5463,2018/19,S08000031, ,SMR01, ,8 - 28 days,780
5464,2018/19,S08000031, ,SMR01, ,29 days - 6 months,260
5465,2018/19,S08000031, ,SMR01, ,> 6 months,0
5466,2018/19,S08000031, ,SMR04, ,< 1 day,65
5467,2018/19,S08000031, ,SMR04, ,1 - 7 days,1080
5468,2018/19,S08000031, ,SMR04, ,8 - 28 days,1835
5469,2018/19,S08000031, ,SMR04, ,29 days - 6 months,1415
5470,2018/19,S08000031, ,SMR04, ,> 6 months,295
5471,2018/19,S08000031, ,Total,d,< 1 day,935
5472,2018/19,S08000031, ,Total,d,1 - 7 days,3790
5473,2018/19,S08000031, ,Total,d,8 - 28 days,2615
5474,2018/19,S08000031, ,Total,d,29 days - 6 months,1675
5475,2018/19,S08000031, ,Total,d,> 6 months,295
5476,2018/19,S08000022, ,SMR01, ,< 1 day,175
5477,2018/19,S08000022, ,SMR01, ,1 - 7 days,455
5478,2018/19,S08000022, ,SMR01, ,8 - 28 days,115
5479,2018/19,S08000022, ,SMR01, ,29 days - 6 months,60
5480,2018/19,S08000022, ,SMR01, ,> 6 months,10
5481,2018/19,S08000022, ,SMR04, ,< 1 day,15
5482,2018/19,S08000022, ,SMR04, ,1 - 7 days,230
5483,2018/19,S08000022, ,SMR04, ,8 - 28 days,265
5484,2018/19,S08000022, ,SMR04, ,29 days - 6 months,225
5485,2018/19,S08000022, ,SMR04, ,> 6 months,65
5486,2018/19,S08000022, ,Total,d,< 1 day,195
5487,2018/19,S08000022, ,Total,d,1 - 7 days,690
5488,2018/19,S08000022, ,Total,d,8 - 28 days,380
5489,2018/19,S08000022, ,Total,d,29 days - 6 months,280
5490,2018/19,S08000022, ,Total,d,> 6 months,75
5491,2018/19,S08000032, ,SMR01, ,< 1 day,375
5492,2018/19,S08000032, ,SMR01, ,1 - 7 days,1025
5493,2018/19,S08000032, ,SMR01, ,8 - 28 days,390
5494,2018/19,S08000032, ,SMR01, ,29 days - 6 months,100
5495,2018/19,S08000032, ,SMR01, ,> 6 months,0
5496,2018/19,S08000032, ,SMR04, ,< 1 day,25
5497,2018/19,S08000032, ,SMR04, ,1 - 7 days,330
5498,2018/19,S08000032, ,SMR04, ,8 - 28 days,545
5499,2018/19,S08000032, ,SMR04, ,29 days - 6 months,455
5500,2018/19,S08000032, ,SMR04, ,> 6 months,70
5501,2018/19,S08000032, ,Total,d,< 1 day,395
5502,2018/19,S08000032, ,Total,d,1 - 7 days,1355
5503,2018/19,S08000032, ,Total,d,8 - 28 days,935
5504,2018/19,S08000032, ,Total,d,29 days - 6 months,555
5505,2018/19,S08000032, ,Total,d,> 6 months,70
5506,2018/19,S08000024, ,SMR01, ,< 1 day,310
5507,2018/19,S08000024, ,SMR01, ,1 - 7 days,1085
5508,2018/19,S08000024, ,SMR01, ,8 - 28 days,425
5509,2018/19,S08000024, ,SMR01, ,29 days - 6 months,265
5510,2018/19,S08000024, ,SMR01, ,> 6 months,10
5511,2018/19,S08000024, ,SMR04, ,< 1 day,275
5512,2018/19,S08000024, ,SMR04, ,1 - 7 days,665
5513,2018/19,S08000024, ,SMR04, ,8 - 28 days,795
5514,2018/19,S08000024, ,SMR04, ,29 days - 6 months,715
5515,2018/19,S08000024, ,SMR04, ,> 6 months,210
5516,2018/19,S08000024, ,Total,d,< 1 day,585
5517,2018/19,S08000024, ,Total,d,1 - 7 days,1750
5518,2018/19,S08000024, ,Total,d,8 - 28 days,1220
5519,2018/19,S08000024, ,Total,d,29 days - 6 months,985
5520,2018/19,S08000024, ,Total,d,> 6 months,225
5521,2018/19,S08000025, ,SMR01, ,< 1 day,20
5522,2018/19,S08000025, ,SMR01, ,1 - 7 days,40
5523,2018/19,S08000025, ,SMR01, ,8 - 28 days,5
5524,2018/19,S08000025, ,SMR01, ,29 days - 6 months,0
5525,2018/19,S08000025, ,SMR01, ,> 6 months,0
5526,2018/19,S08000025, ,SMR04, ,< 1 day,0
5527,2018/19,S08000025, ,SMR04, ,1 - 7 days,0
5528,2018/19,S08000025, ,SMR04, ,8 - 28 days,0
5529,2018/19,S08000025, ,SMR04, ,29 days - 6 months,0
5530,2018/19,S08000025, ,SMR04, ,> 6 months,0
5531,2018/19,S08000025, ,Total,d,< 1 day,20
5532,2018/19,S08000025, ,Total,d,1 - 7 days,40
5533,2018/19,S08000025, ,Total,d,8 - 28 days,5
5534,2018/19,S08000025, ,Total,d,29 days - 6 months,0
