_id,FinancialYear,HBT,HBTQF,Dataset,DatasetQF,LengthOfStay,NumberOfStays
3887,2012/13,S08000029, ,SMR01, ,1 - 7 days,255
3888,2012/13,S08000029, ,SMR01, ,8 - 28 days,145
3889,2012/13,S08000029, ,SMR01, ,29 days - 6 months,65
3890,2012/13,S08000029, ,SMR01, ,> 6 months,0
3891,2012/13,S08000029, ,SMR04, ,< 1 day,20
3892,2012/13,S08000029, ,SMR04, ,1 - 7 days,355
3893,2012/13,S08000029, ,SMR04, ,8 - 28 days,395
3894,2012/13,S08000029, ,SMR04, ,29 days - 6 months,355
3895,2012/13,S08000029, ,SMR04, ,> 6 months,85
3896,2012/13,S08000029, ,Total,d,< 1 day,225
3897,2012/13,S08000029, ,Total,d,1 - 7 days,610
3898,2012/13,S08000029, ,Total,d,8 - 28 days,540
3899,2012/13,S08000029, ,Total,d,29 days - 6 months,420
3900,2012/13,S08000029, ,Total,d,> 6 months,85
3901,2012/13,S08000019, ,SMR01, ,< 1 day,50
3902,2012/13,S08000019, ,SMR01, ,1 - 7 days,165
3903,2012/13,S08000019, ,SMR01, ,8 - 28 days,65
3904,2012/13,S08000019, ,SMR01, ,29 days - 6 months,25
3905,2012/13,S08000019, ,SMR01, ,> 6 months,0
3906,2012/13,S08000019, ,SMR04, ,< 1 day,35
3907,2012/13,S08000019, ,SMR04, ,1 - 7 days,350
3908,2012/13,S08000019, ,SMR04, ,8 - 28 days,260
3909,2012/13,S08000019, ,SMR04, ,29 days - 6 months,225
3910,2012/13,S08000019, ,SMR04, ,> 6 months,60
3911,2012/13,S08000019, ,Total,d,< 1 day,85
3912,2012/13,S08000019, ,Total,d,1 - 7 days,515
3913,2012/13,S08000019, ,Total,d,8 - 28 days,325
3914,2012/13,S08000019, ,Total,d,29 days - 6 months,250
3915,2012/13,S08000019, ,Total,d,> 6 months,60
3916,2012/13,S08000020, ,SMR01, ,< 1 day,155
3917,2012/13,S08000020, ,SMR01, ,1 - 7 days,500
3918,2012/13,S08000020, ,SMR01, ,8 - 28 days,150
3919,2012/13,S08000020, ,SMR01, ,29 days - 6 months,65
3920,2012/13,S08000020, ,SMR01, ,> 6 months,0
3921,2012/13,S08000020, ,SMR04, ,< 1 day,25
3922,2012/13,S08000020, ,SMR04, ,1 - 7 days,475
3923,2012/13,S08000020, ,SMR04, ,8 - 28 days,590
3924,2012/13,S08000020, ,SMR04, ,29 days - 6 months,620
3925,2012/13,S08000020, ,SMR04, ,> 6 months,115
3926,2012/13,S08000020, ,Total,d,< 1 day,180
3927,2012/13,S08000020, ,Total,d,1 - 7 days,975
3928,2012/13,S08000020, ,Total,d,8 - 28 days,740
3929,2012/13,S08000020, ,Total,d,29 days - 6 months,685
3930,2012/13,S08000020, ,Total,d,> 6 months,115
3931,2012/13,S08000031, ,SMR01, ,< 1 day,635
3932,2012/13,S08000031, ,SMR01, ,1 - 7 days,1870
3933,2012/13,S08000031, ,SMR01, ,8 - 28 days,465
3934,2012/13,S08000031, ,SMR01, ,29 days - 6 months,190
3935,2012/13,S08000031, ,SMR01, ,> 6 months,15
3936,2012/13,S08000031, ,SMR04, ,< 1 day,50
3937,2012/13,S08000031, ,SMR04, ,1 - 7 days,940
3938,2012/13,S08000031, ,SMR04, ,8 - 28 days,1655
3939,2012/13,S08000031, ,SMR04, ,29 days - 6 months,1355
3940,2012/13,S08000031, ,SMR04, ,> 6 months,340
3941,2012/13,S08000031, ,Total,d,< 1 day,685
3942,2012/13,S08000031, ,Total,d,1 - 7 days,2805
3943,2012/13,S08000031, ,Total,d,8 - 28 days,2120
3944,2012/13,S08000031, ,Total,d,29 days - 6 months,1545
3945,2012/13,S08000031, ,Total,d,> 6 months,350
3946,2012/13,S08000022, ,SMR01, ,< 1 day,120
3947,2012/13,S08000022, ,SMR01, ,1 - 7 days,405
3948,2012/13,S08000022, ,SMR01, ,8 - 28 days,110
3949,2012/13,S08000022, ,SMR01, ,29 days - 6 months,55
3950,2012/13,S08000022, ,SMR01, ,> 6 months,0
3951,2012/13,S08000022, ,SMR04, ,< 1 day,15
3952,2012/13,S08000022, ,SMR04, ,1 - 7 days,300
3953,2012/13,S08000022, ,SMR04, ,8 - 28 days,415
3954,2012/13,S08000022, ,SMR04, ,29 days - 6 months,360
3955,2012/13,S08000022, ,SMR04, ,> 6 months,75
3956,2012/13,S08000022, ,Total,d,< 1 day,135
3957,2012/13,S08000022, ,Total,d,1 - 7 days,710
3958,2012/13,S08000022, ,Total,d,8 - 28 days,525
3959,2012/13,S08000022, ,Total,d,29 days - 6 months,420
3960,2012/13,S08000022, ,Total,d,> 6 months,75
3961,2012/13,S08000032, ,SMR01, ,< 1 day,230
3962,2012/13,S08000032, ,SMR01, ,1 - 7 days,685
3963,2012/13,S08000032, ,SMR01, ,8 - 28 days,205
3964,2012/13,S08000032, ,SMR01, ,29 days - 6 months,70
3965,2012/13,S08000032, ,SMR01, ,> 6 months,5
3966,2012/13,S08000032, ,SMR04, ,< 1 day,60
3967,2012/13,S08000032, ,SMR04, ,1 - 7 days,560
3968,2012/13,S08000032, ,SMR04, ,8 - 28 days,900
3969,2012/13,S08000032, ,SMR04, ,29 days - 6 months,545
3970,2012/13,S08000032, ,SMR04, ,> 6 months,100
3971,2012/13,S08000032, ,Total,d,< 1 day,290
3972,2012/13,S08000032, ,Total,d,1 - 7 days,1245
3973,2012/13,S08000032, ,Total,d,8 - 28 days,1100
3974,2012/13,S08000032, ,Total,d,29 days - 6 months,615
3975,2012/13,S08000032, ,Total,d,> 6 months,105
3976,2012/13,S08000024, ,SMR01, ,< 1 day,365
3977,2012/13,S08000024, ,SMR01, ,1 - 7 days,785
3978,2012/13,S08000024, ,SMR01, ,8 - 28 days,390
3979,2012/13,S08000024, ,SMR01, ,29 days - 6 months,250
3980,2012/13,S08000024, ,SMR01, ,> 6 months,10
3981,2012/13,S08000024, ,SMR04, ,< 1 day,95
3982,2012/13,S08000024, ,SMR04, ,1 - 7 days,935
3983,2012/13,S08000024, ,SMR04, ,8 - 28 days,940
3984,2012/13,S08000024, ,SMR04, ,29 days - 6 months,705
3985,2012/13,S08000024, ,SMR04, ,> 6 months,185
3986,2012/13,S08000024, ,Total,d,< 1 day,460
3987,2012/13,S08000024, ,Total,d,1 - 7 days,1720
3988,2012/13,S08000024, ,Total,d,8 - 28 days,1330
3989,2012/13,S08000024, ,Total,d,29 days - 6 months,955
3990,2012/13,S08000024, ,Total,d,> 6 months,195
3991,2012/13,S08000025, ,SMR01, ,< 1 day,20
3992,2012/13,S08000025, ,SMR01, ,1 - 7 days,35
3993,2012/13,S08000025, ,SMR01, ,8 - 28 days,0
3994,2012/13,S08000025, ,SMR01, ,29 days - 6 months,0
3995,2012/13,S08000025, ,SMR01, ,> 6 months,0
3996,2012/13,S08000025, ,SMR04, ,< 1 day,0
3997,2012/13,S08000025, ,SMR04, ,1 - 7 days,0
3998,2012/13,S08000025, ,SMR04, ,8 - 28 days,0
3999,2012/13,S08000025, ,SMR04, ,29 days - 6 months,0
4000,2012/13,S08000025, ,SMR04, ,> 6 months,0
4001,2012/13,S08000025, ,Total,d,< 1 day,20
4002,2012/13,S08000025, ,Total,d,1 - 7 days,35
4003,2012/13,S08000025, ,Total,d,8 - 28 days,0
4004,2012/13,S08000025, ,Total,d,29 days - 6 months,0
4005,2012/13,S08000025, ,Total,d,> 6 months,0
4006,2012/13,S08000026, ,SMR01, ,< 1 day,20
4007,2012/13,S08000026, ,SMR01, ,1 - 7 days,55
4008,2012/13,S08000026, ,SMR01, ,8 - 28 days,5
4009,2012/13,S08000026, ,SMR01, ,29 days - 6 months,5
4010,2012/13,S08000026, ,SMR01, ,> 6 months,0
4011,2012/13,S08000026, ,SMR04, ,< 1 day,0
4012,2012/13,S08000026, ,SMR04, ,1 - 7 days,0
4013,2012/13,S08000026, ,SMR04, ,8 - 28 days,0
4014,2012/13,S08000026, ,SMR04, ,29 days - 6 months,0
4015,2012/13,S08000026, ,SMR04, ,> 6 months,0
4016,2012/13,S08000026, ,Total,d,< 1 day,20
4017,2012/13,S08000026, ,Total,d,1 - 7 days,55
4018,2012/13,S08000026, ,Total,d,8 - 28 days,5
4019,2012/13,S08000026, ,Total,d,29 days - 6 months,5
4020,2012/13,S08000026, ,Total,d,> 6 months,0
4021,2012/13,S08000030, ,SMR01, ,< 1 day,95
4022,2012/13,S08000030, ,SMR01, ,1 - 7 days,245
4023,2012/13,S08000030, ,SMR01, ,8 - 28 days,115
4024,2012/13,S08000030, ,SMR01, ,29 days - 6 months,65
4025,2012/13,S08000030, ,SMR01, ,> 6 months,0
4026,2012/13,S08000030, ,SMR04, ,< 1 day,25
4027,2012/13,S08000030, ,SMR04, ,1 - 7 days,445
4028,2012/13,S08000030, ,SMR04, ,8 - 28 days,540
4029,2012/13,S08000030, ,SMR04, ,29 days - 6 months,595
4030,2012/13,S08000030, ,SMR04, ,> 6 months,95
4031,2012/13,S08000030, ,Total,d,< 1 day,120
4032,2012/13,S08000030, ,Total,d,1 - 7 days,690
4033,2012/13,S08000030, ,Total,d,8 - 28 days,660
4034,2012/13,S08000030, ,Total,d,29 days - 6 months,660
4035,2012/13,S08000030, ,Total,d,> 6 months,95
4036,2012/13,S08000028, ,SMR01, ,< 1 day,20
4037,2012/13,S08000028, ,SMR01, ,1 - 7 days,35
4038,2012/13,S08000028, ,SMR01, ,8 - 28 days,15
4039,2012/13,S08000028, ,SMR01, ,29 days - 6 months,10
4040,2012/13,S08000028, ,SMR01, ,> 6 months,0
4041,2012/13,S08000028, ,SMR04, ,< 1 day,5
4042,2012/13,S08000028, ,SMR04, ,1 - 7 days,10
4043,2012/13,S08000028, ,SMR04, ,8 - 28 days,25
4044,2012/13,S08000028, ,SMR04, ,29 days - 6 months,20
4045,2012/13,S08000028, ,SMR04, ,> 6 months,5
4046,2012/13,S08000028, ,Total,d,< 1 day,25
4047,2012/13,S08000028, ,Total,d,1 - 7 days,40
4048,2012/13,S08000028, ,Total,d,8 - 28 days,40
4049,2012/13,S08000028, ,Total,d,29 days - 6 months,25
4050,2012/13,S08000028, ,Total,d,> 6 months,5
4051,2012/13,SB0802, ,SMR01, ,< 1 day,0
4052,2012/13,SB0802, ,SMR01, ,1 - 7 days,0
4053,2012/13,SB0802, ,SMR01, ,8 - 28 days,0
4054,2012/13,SB0802, ,SMR01, ,29 days - 6 months,0
4055,2012/13,SB0802, ,SMR01, ,> 6 months,0
4056,2012/13,SB0802, ,SMR04, ,< 1 day,0
4057,2012/13,SB0802, ,SMR04, ,1 - 7 days,0
4058,2012/13,SB0802, ,SMR04, ,8 - 28 days,0
4059,2012/13,SB0802, ,SMR04, ,29 days - 6 months,0
4060,2012/13,SB0802, ,SMR04, ,> 6 months,10
4061,2012/13,SB0802, ,Total,d,< 1 day,0
4062,2012/13,SB0802, ,Total,d,1 - 7 days,0
4063,2012/13,SB0802, ,Total,d,8 - 28 days,0
4064,2012/13,SB0802, ,Total,d,29 days - 6 months,0
4065,2012/13,SB0802, ,Total,d,> 6 months,10
4066,2012/13,S92000003,d,SMR01, ,< 1 day,2355
4067,2012/13,S92000003,d,SMR01, ,1 - 7 days,5730
4068,2012/13,S92000003,d,SMR01, ,8 - 28 days,1900
4069,2012/13,S92000003,d,SMR01, ,29 days - 6 months,875
4070,2012/13,S92000003,d,SMR01, ,> 6 months,30
4071,2012/13,S92000003,d,SMR04, ,< 1 day,375
4072,2012/13,S92000003,d,SMR04, ,1 - 7 days,5070
4073,2012/13,S92000003,d,SMR04, ,8 - 28 days,6445
4074,2012/13,S92000003,d,SMR04, ,29 days - 6 months,5395
4075,2012/13,S92000003,d,SMR04, ,> 6 months,1175
4076,2012/13,S92000003,d,Total,d,< 1 day,2730
4077,2012/13,S92000003,d,Total,d,1 - 7 days,10800
4078,2012/13,S92000003,d,Total,d,8 - 28 days,8350
4079,2012/13,S92000003,d,Total,d,29 days - 6 months,6275
4080,2012/13,S92000003,d,Total,d,> 6 months,1210
4081,2013/14,SB0801, ,SMR01, ,< 1 day,0
4082,2013/14,SB0801, ,SMR01, ,1 - 7 days,0
4083,2013/14,SB0801, ,SMR01, ,8 - 28 days,0
4084,2013/14,SB0801, ,SMR01, ,29 days - 6 months,0
4085,2013/14,SB0801, ,SMR01, ,> 6 months,0
4086,2013/14,SB0801, ,SMR04, ,< 1 day,0
4087,2013/14,SB0801, ,SMR04, ,1 - 7 days,0
4088,2013/14,SB0801, ,SMR04, ,8 - 28 days,0
4089,2013/14,SB0801, ,SMR04, ,29 days - 6 months,0
4090,2013/14,SB0801, ,SMR04, ,> 6 months,0
4091,2013/14,SB0801, ,Total,d,< 1 day,0
4092,2013/14,SB0801, ,Total,d,1 - 7 days,0
4093,2013/14,SB0801, ,Total,d,8 - 28 days,0
4094,2013/14,SB0801, ,Total,d,29 days - 6 months,0
4095,2013/14,SB0801, ,Total,d,> 6 months,0
4096,2013/14,S08000015, ,SMR01, ,< 1 day,145
4097,2013/14,S08000015, ,SMR01, ,1 - 7 days,420
4098,2013/14,S08000015, ,SMR01, ,8 - 28 days,150
4099,2013/14,S08000015, ,SMR01, ,29 days - 6 months,40
4100,2013/14,S08000015, ,SMR01, ,> 6 months,0
4101,2013/14,S08000015, ,SMR04, ,< 1 day,20
4102,2013/14,S08000015, ,SMR04, ,1 - 7 days,285
4103,2013/14,S08000015, ,SMR04, ,8 - 28 days,420
4104,2013/14,S08000015, ,SMR04, ,29 days - 6 months,340
4105,2013/14,S08000015, ,SMR04, ,> 6 months,55
4106,2013/14,S08000015, ,Total,d,< 1 day,165
4107,2013/14,S08000015, ,Total,d,1 - 7 days,705
4108,2013/14,S08000015, ,Total,d,8 - 28 days,570
4109,2013/14,S08000015, ,Total,d,29 days - 6 months,380
4110,2013/14,S08000015, ,Total,d,> 6 months,55
4111,2013/14,S08000016, ,SMR01, ,< 1 day,65
4112,2013/14,S08000016, ,SMR01, ,1 - 7 days,110
4113,2013/14,S08000016, ,SMR01, ,8 - 28 days,65
4114,2013/14,S08000016, ,SMR01, ,29 days - 6 months,10
4115,2013/14,S08000016, ,SMR01, ,> 6 months,0
4116,2013/14,S08000016, ,SMR04, ,< 1 day,10
4117,2013/14,S08000016, ,SMR04, ,1 - 7 days,135
4118,2013/14,S08000016, ,SMR04, ,8 - 28 days,155
4119,2013/14,S08000016, ,SMR04, ,29 days - 6 months,105
4120,2013/14,S08000016, ,SMR04, ,> 6 months,25
4121,2013/14,S08000016, ,Total,d,< 1 day,75
4122,2013/14,S08000016, ,Total,d,1 - 7 days,245
4123,2013/14,S08000016, ,Total,d,8 - 28 days,215
4124,2013/14,S08000016, ,Total,d,29 days - 6 months,115
4125,2013/14,S08000016, ,Total,d,> 6 months,25
4126,2013/14,S08000017, ,SMR01, ,< 1 day,300
4127,2013/14,S08000017, ,SMR01, ,1 - 7 days,160
4128,2013/14,S08000017, ,SMR01, ,8 - 28 days,60
4129,2013/14,S08000017, ,SMR01, ,29 days - 6 months,20
4130,2013/14,S08000017, ,SMR01, ,> 6 months,0
4131,2013/14,S08000017, ,SMR04, ,< 1 day,30
4132,2013/14,S08000017, ,SMR04, ,1 - 7 days,235
4133,2013/14,S08000017, ,SMR04, ,8 - 28 days,170
4134,2013/14,S08000017, ,SMR04, ,29 days - 6 months,135
4135,2013/14,S08000017, ,SMR04, ,> 6 months,20
4136,2013/14,S08000017, ,Total,d,< 1 day,325
4137,2013/14,S08000017, ,Total,d,1 - 7 days,395
4138,2013/14,S08000017, ,Total,d,8 - 28 days,230
4139,2013/14,S08000017, ,Total,d,29 days - 6 months,160
4140,2013/14,S08000017, ,Total,d,> 6 months,20
4141,2013/14,S08000029, ,SMR01, ,< 1 day,260
4142,2013/14,S08000029, ,SMR01, ,1 - 7 days,340
4143,2013/14,S08000029, ,SMR01, ,8 - 28 days,170
4144,2013/14,S08000029, ,SMR01, ,29 days - 6 months,80
4145,2013/14,S08000029, ,SMR01, ,> 6 months,0
4146,2013/14,S08000029, ,SMR04, ,< 1 day,25
4147,2013/14,S08000029, ,SMR04, ,1 - 7 days,350
4148,2013/14,S08000029, ,SMR04, ,8 - 28 days,380
4149,2013/14,S08000029, ,SMR04, ,29 days - 6 months,360
4150,2013/14,S08000029, ,SMR04, ,> 6 months,70
4151,2013/14,S08000029, ,Total,d,< 1 day,285
4152,2013/14,S08000029, ,Total,d,1 - 7 days,690
4153,2013/14,S08000029, ,Total,d,8 - 28 days,550
4154,2013/14,S08000029, ,Total,d,29 days - 6 months,440
4155,2013/14,S08000029, ,Total,d,> 6 months,75
4156,2013/14,S08000019, ,SMR01, ,< 1 day,70
4157,2013/14,S08000019, ,SMR01, ,1 - 7 days,165
4158,2013/14,S08000019, ,SMR01, ,8 - 28 days,45
4159,2013/14,S08000019, ,SMR01, ,29 days - 6 months,20
4160,2013/14,S08000019, ,SMR01, ,> 6 months,0
4161,2013/14,S08000019, ,SMR04, ,< 1 day,35
4162,2013/14,S08000019, ,SMR04, ,1 - 7 days,395
4163,2013/14,S08000019, ,SMR04, ,8 - 28 days,275
4164,2013/14,S08000019, ,SMR04, ,29 days - 6 months,230
4165,2013/14,S08000019, ,SMR04, ,> 6 months,55
4166,2013/14,S08000019, ,Total,d,< 1 day,105
4167,2013/14,S08000019, ,Total,d,1 - 7 days,560
4168,2013/14,S08000019, ,Total,d,8 - 28 days,320
4169,2013/14,S08000019, ,Total,d,29 days - 6 months,245
4170,2013/14,S08000019, ,Total,d,> 6 months,55
4171,2013/14,S08000020, ,SMR01, ,< 1 day,195
4172,2013/14,S08000020, ,SMR01, ,1 - 7 days,530
4173,2013/14,S08000020, ,SMR01, ,8 - 28 days,160
4174,2013/14,S08000020, ,SMR01, ,29 days - 6 months,70
4175,2013/14,S08000020, ,SMR01, ,> 6 months,5
4176,2013/14,S08000020, ,SMR04, ,< 1 day,30
4177,2013/14,S08000020, ,SMR04, ,1 - 7 days,460
4178,2013/14,S08000020, ,SMR04, ,8 - 28 days,570
4179,2013/14,S08000020, ,SMR04, ,29 days - 6 months,630
4180,2013/14,S08000020, ,SMR04, ,> 6 months,100
4181,2013/14,S08000020, ,Total,d,< 1 day,225
4182,2013/14,S08000020, ,Total,d,1 - 7 days,990
4183,2013/14,S08000020, ,Total,d,8 - 28 days,725
4184,2013/14,S08000020, ,Total,d,29 days - 6 months,700
4185,2013/14,S08000020, ,Total,d,> 6 months,100
4186,2013/14,S08000031, ,SMR01, ,< 1 day,680
4187,2013/14,S08000031, ,SMR01, ,1 - 7 days,1955
4188,2013/14,S08000031, ,SMR01, ,8 - 28 days,495
4189,2013/14,S08000031, ,SMR01, ,29 days - 6 months,185
4190,2013/14,S08000031, ,SMR01, ,> 6 months,5
4191,2013/14,S08000031, ,SMR04, ,< 1 day,65
4192,2013/14,S08000031, ,SMR04, ,1 - 7 days,1010
4193,2013/14,S08000031, ,SMR04, ,8 - 28 days,1775
4194,2013/14,S08000031, ,SMR04, ,29 days - 6 months,1365
4195,2013/14,S08000031, ,SMR04, ,> 6 months,285
4196,2013/14,S08000031, ,Total,d,< 1 day,745
4197,2013/14,S08000031, ,Total,d,1 - 7 days,2965
4198,2013/14,S08000031, ,Total,d,8 - 28 days,2265
4199,2013/14,S08000031, ,Total,d,29 days - 6 months,1555
4200,2013/14,S08000031, ,Total,d,> 6 months,290
4201,2013/14,S08000022, ,SMR01, ,< 1 day,140
4202,2013/14,S08000022, ,SMR01, ,1 - 7 days,390
4203,2013/14,S08000022, ,SMR01, ,8 - 28 days,105
4204,2013/14,S08000022, ,SMR01, ,29 days - 6 months,50
4205,2013/14,S08000022, ,SMR01, ,> 6 months,5
4206,2013/14,S08000022, ,SMR04, ,< 1 day,20
4207,2013/14,S08000022, ,SMR04, ,1 - 7 days,320
4208,2013/14,S08000022, ,SMR04, ,8 - 28 days,430
4209,2013/14,S08000022, ,SMR04, ,29 days - 6 months,320
4210,2013/14,S08000022, ,SMR04, ,> 6 months,65
4211,2013/14,S08000022, ,Total,d,< 1 day,160
4212,2013/14,S08000022, ,Total,d,1 - 7 days,710
4213,2013/14,S08000022, ,Total,d,8 - 28 days,540
4214,2013/14,S08000022, ,Total,d,29 days - 6 months,370
4215,2013/14,S08000022, ,Total,d,> 6 months,70
4216,2013/14,S08000032, ,SMR01, ,< 1 day,245
4217,2013/14,S08000032, ,SMR01, ,1 - 7 days,805
4218,2013/14,S08000032, ,SMR01, ,8 - 28 days,245
4219,2013/14,S08000032, ,SMR01, ,29 days - 6 months,70
4220,2013/14,S08000032, ,SMR01, ,> 6 months,0
4221,2013/14,S08000032, ,SMR04, ,< 1 day,40
4222,2013/14,S08000032, ,SMR04, ,1 - 7 days,370
4223,2013/14,S08000032, ,SMR04, ,8 - 28 days,710
4224,2013/14,S08000032, ,SMR04, ,29 days - 6 months,500
4225,2013/14,S08000032, ,SMR04, ,> 6 months,70
4226,2013/14,S08000032, ,Total,d,< 1 day,285
4227,2013/14,S08000032, ,Total,d,1 - 7 days,1175
4228,2013/14,S08000032, ,Total,d,8 - 28 days,955
4229,2013/14,S08000032, ,Total,d,29 days - 6 months,570
4230,2013/14,S08000032, ,Total,d,> 6 months,75
4231,2013/14,S08000024, ,SMR01, ,< 1 day,330
4232,2013/14,S08000024, ,SMR01, ,1 - 7 days,765
4233,2013/14,S08000024, ,SMR01, ,8 - 28 days,365
4234,2013/14,S08000024, ,SMR01, ,29 days - 6 months,210
4235,2013/14,S08000024, ,SMR01, ,> 6 months,5
4236,2013/14,S08000024, ,SMR04, ,< 1 day,120
4237,2013/14,S08000024, ,SMR04, ,1 - 7 days,860
4238,2013/14,S08000024, ,SMR04, ,8 - 28 days,855
4239,2013/14,S08000024, ,SMR04, ,29 days - 6 months,760
4240,2013/14,S08000024, ,SMR04, ,> 6 months,220
4241,2013/14,S08000024, ,Total,d,< 1 day,450
4242,2013/14,S08000024, ,Total,d,1 - 7 days,1630
4243,2013/14,S08000024, ,Total,d,8 - 28 days,1220
4244,2013/14,S08000024, ,Total,d,29 days - 6 months,965
4245,2013/14,S08000024, ,Total,d,> 6 months,225
4246,2013/14,S08000025, ,SMR01, ,< 1 day,20
4247,2013/14,S08000025, ,SMR01, ,1 - 7 days,30
4248,2013/14,S08000025, ,SMR01, ,8 - 28 days,5
4249,2013/14,S08000025, ,SMR01, ,29 days - 6 months,0
4250,2013/14,S08000025, ,SMR01, ,> 6 months,0
4251,2013/14,S08000025, ,SMR04, ,< 1 day,0
4252,2013/14,S08000025, ,SMR04, ,1 - 7 days,0
4253,2013/14,S08000025, ,SMR04, ,8 - 28 days,0
4254,2013/14,S08000025, ,SMR04, ,29 days - 6 months,0
4255,2013/14,S08000025, ,SMR04, ,> 6 months,0
4256,2013/14,S08000025, ,Total,d,< 1 day,20
4257,2013/14,S08000025, ,Total,d,1 - 7 days,30
4258,2013/14,S08000025, ,Total,d,8 - 28 days,5
4259,2013/14,S08000025, ,Total,d,29 days - 6 months,0
4260,2013/14,S08000025, ,Total,d,> 6 months,0
4261,2013/14,S08000026, ,SMR01, ,< 1 day,20
4262,2013/14,S08000026, ,SMR01, ,1 - 7 days,55
4263,2013/14,S08000026, ,SMR01, ,8 - 28 days,5
4264,2013/14,S08000026, ,SMR01, ,29 days - 6 months,0
4265,2013/14,S08000026, ,SMR01, ,> 6 months,0
4266,2013/14,S08000026, ,SMR04, ,< 1 day,0
4267,2013/14,S08000026, ,SMR04, ,1 - 7 days,0
4268,2013/14,S08000026, ,SMR04, ,8 - 28 days,0
4269,2013/14,S08000026, ,SMR04, ,29 days - 6 months,0
4270,2013/14,S08000026, ,SMR04, ,> 6 months,0
4271,2013/14,S08000026, ,Total,d,< 1 day,20
4272,2013/14,S08000026, ,Total,d,1 - 7 days,55
4273,2013/14,S08000026, ,Total,d,8 - 28 days,5
4274,2013/14,S08000026, ,Total,d,29 days - 6 months,0
4275,2013/14,S08000026, ,Total,d,> 6 months,0
4276,2013/14,S08000030, ,SMR01, ,< 1 day,130
4277,2013/14,S08000030, ,SMR01, ,1 - 7 days,310
4278,2013/14,S08000030, ,SMR01, ,8 - 28 days,135
4279,2013/14,S08000030, ,SMR01, ,29 days - 6 months,60
4280,2013/14,S08000030, ,SMR01, ,> 6 months,0
4281,2013/14,S08000030, ,SMR04, ,< 1 day,75
4282,2013/14,S08000030, ,SMR04, ,1 - 7 days,505
4283,2013/14,S08000030, ,SMR04, ,8 - 28 days,490
4284,2013/14,S08000030, ,SMR04, ,29 days - 6 months,565
4285,2013/14,S08000030, ,SMR04, ,> 6 months,100
4286,2013/14,S08000030, ,Total,d,< 1 day,205
4287,2013/14,S08000030, ,Total,d,1 - 7 days,815
4288,2013/14,S08000030, ,Total,d,8 - 28 days,620
4289,2013/14,S08000030, ,Total,d,29 days - 6 months,625
4290,2013/14,S08000030, ,Total,d,> 6 months,100
4291,2013/14,S08000028, ,SMR01, ,< 1 day,20
4292,2013/14,S08000028, ,SMR01, ,1 - 7 days,45
4293,2013/14,S08000028, ,SMR01, ,8 - 28 days,10
4294,2013/14,S08000028, ,SMR01, ,29 days - 6 months,5
4295,2013/14,S08000028, ,SMR01, ,> 6 months,0
4296,2013/14,S08000028, ,SMR04, ,< 1 day,0
4297,2013/14,S08000028, ,SMR04, ,1 - 7 days,5
4298,2013/14,S08000028, ,SMR04, ,8 - 28 days,10
4299,2013/14,S08000028, ,SMR04, ,29 days - 6 months,20
4300,2013/14,S08000028, ,SMR04, ,> 6 months,5
4301,2013/14,S08000028, ,Total,d,< 1 day,20
4302,2013/14,S08000028, ,Total,d,1 - 7 days,50
4303,2013/14,S08000028, ,Total,d,8 - 28 days,20
4304,2013/14,S08000028, ,Total,d,29 days - 6 months,25
4305,2013/14,S08000028, ,Total,d,> 6 months,5
4306,2013/14,SB0802, ,SMR01, ,< 1 day,0
4307,2013/14,SB0802, ,SMR01, ,1 - 7 days,0
4308,2013/14,SB0802, ,SMR01, ,8 - 28 days,0
4309,2013/14,SB0802, ,SMR01, ,29 days - 6 months,0
4310,2013/14,SB0802, ,SMR01, ,> 6 months,0
4311,2013/14,SB0802, ,SMR04, ,< 1 day,0
4312,2013/14,SB0802, ,SMR04, ,1 - 7 days,0
4313,2013/14,SB0802, ,SMR04, ,8 - 28 days,0
4314,2013/14,SB0802, ,SMR04, ,29 days - 6 months,5
4315,2013/14,SB0802, ,SMR04, ,> 6 months,5
4316,2013/14,SB0802, ,Total,d,< 1 day,0
4317,2013/14,SB0802, ,Total,d,1 - 7 days,0
4318,2013/14,SB0802, ,Total,d,8 - 28 days,0
4319,2013/14,SB0802, ,Total,d,29 days - 6 months,5
4320,2013/14,SB0802, ,Total,d,> 6 months,5
4321,2013/14,S92000003,d,SMR01, ,< 1 day,2615
4322,2013/14,S92000003,d,SMR01, ,1 - 7 days,6090
4323,2013/14,S92000003,d,SMR01, ,8 - 28 days,2010
4324,2013/14,S92000003,d,SMR01, ,29 days - 6 months,825
4325,2013/14,S92000003,d,SMR01, ,> 6 months,25
4326,2013/14,S92000003,d,SMR04, ,< 1 day,470
4327,2013/14,S92000003,d,SMR04, ,1 - 7 days,4925
4328,2013/14,S92000003,d,SMR04, ,8 - 28 days,6240
4329,2013/14,S92000003,d,SMR04, ,29 days - 6 months,5340
4330,2013/14,S92000003,d,SMR04, ,> 6 months,1075
4331,2013/14,S92000003,d,Total,d,< 1 day,3090
4332,2013/14,S92000003,d,Total,d,1 - 7 days,11015
4333,2013/14,S92000003,d,Total,d,8 - 28 days,8250
4334,2013/14,S92000003,d,Total,d,29 days - 6 months,6160
4335,2013/14,S92000003,d,Total,d,> 6 months,1100
4336,2014/15,SB0801, ,SMR01, ,< 1 day,0
4337,2014/15,SB0801, ,SMR01, ,1 - 7 days,0
4338,2014/15,SB0801, ,SMR01, ,8 - 28 days,0
